time [s],phi [rad],torque [Nm],torque_comp [Nm],emg_quad [mV],emg_hams [mV],sremg_quad [%],sremg_hams [%],phase
0.0,0.2001568228006363,-0.04933229833841324,-29.94754723365039,0.27053771768525603,0.27075573505465844,0.05144304921595276,0.01712897986960917,sf
0.001,0.2001568228006363,-0.08615938574075699,-29.94754723365039,0.2669816603866947,0.26650444336249723,0.051845973454553454,0.017412318671963446,f
0.002,0.2001760005950928,0.4845813512802124,-28.969665630130127,0.25576157099608465,0.2674481171188807,0.05228789673364061,0.017670391705645116,f
0.003,0.20020157098770142,0.9632284641265869,-27.991784026609867,0.24194728738611448,0.2614422167981012,0.05279315874563742,0.01797527213042421,f
0.004,0.2002846598625183,1.8099197149276733,-27.013902423089608,0.23136903566552977,0.25803700148486397,0.0532453541465377,0.01817743872644645,f
0.005,0.20043805241584775,4.479262351989746,-26.036020819569345,0.22660602189630713,0.25235998956455474,0.05362373247277482,0.01830242451294052,f
0.005999999999999999,0.2006809413433075,7.093012809753418,-23.805418414723654,0.2215138834019646,0.2525569367487964,0.053920167418946806,0.01843808690681665,f
0.007,0.2009941190481186,10.277299880981445,-21.01748708270727,0.2146477597010089,0.24630987861028847,0.0542486903692511,0.018614192709296828,f
0.008,0.20134566724300385,13.590327262878418,-18.067888137335828,0.19720233458776154,0.23274239196829993,0.05472011484093864,0.018783972546714375,f
0.009000000000000001,0.2017291635274887,16.442890167236328,-15.432251705425813,0.18322551962847156,0.23356896657764348,0.055406737070376515,0.01901596884885809,f
0.009999999999999998,0.20217657089233398,18.22722053527832,-14.063406190253676,0.18487850032211708,0.23657808505393677,0.056192934919107984,0.01926968394394829,f
0.011,0.20269428193569183,18.740741729736328,-13.721671649053619,0.18465568463232784,0.24039353710077885,0.05686931115934236,0.019487193114706654,f
0.012,0.2032567411661148,19.23566436767578,-13.536707620072102,0.19296502970872254,0.23922858324373486,0.05748254334028342,0.01977535819004939,f
0.013000000000000001,0.20387034118175507,19.34369468688965,-13.537011000632065,0.20593602537423011,0.24811736253585498,0.05795509085328586,0.019978244253092487,f
0.014000000000000002,0.20453506708145144,20.095983505249023,-13.095560413612493,0.21791261086373476,0.25259017010007795,0.058263948872541105,0.02015483671549264,f
0.015,0.20525091886520383,20.75598907470703,-12.709973227360567,0.22166128648767439,0.2542793733084811,0.05844430183073085,0.020331539562623503,f
0.016,0.2060179114341736,20.9554443359375,-12.556811603445954,0.2246655381261711,0.2542333781755549,0.0585150541550585,0.020503612604323235,f
0.017,0.2068360298871994,22.020112991333008,-11.364592567261578,0.23054669958535792,0.2605488829425864,0.058525183490600076,0.02071638961587174,f
0.018000000000000002,0.20768611133098602,25.717754364013672,-7.652915501537786,0.2503770458781875,0.26194945715255136,0.05868619901974139,0.020908681929037276,f
0.019,0.20859372615814212,32.250816345214844,-1.4674047348597088,0.27136117202758336,0.2688666071724258,0.05901387314790332,0.02112188811940351,f
0.02,0.20952050387859347,39.77810287475586,5.873242528065887,0.26805103533778385,0.2670826831843196,0.05931724567997596,0.021334766923676907,f
0.021,0.21047924458980558,45.86899948120117,12.018195256264198,0.26596591254910074,0.27199130228866486,0.05951585467311492,0.021565719754730737,f
0.022000000000000002,0.21150189638137817,51.83071517944336,17.911659414614096,0.25626307939705734,0.264794213526064,0.0595789237522808,0.021724370922596683,f
0.023,0.212582066655159,56.22703552246094,22.258305343915755,0.24712701922898736,0.26415409322124034,0.05958778195585323,0.021943887153609364,f
0.024,0.2137133777141571,59.371002197265625,25.31402325869704,0.23145254400818263,0.2584510526505175,0.05955607066991997,0.02221003313204562,f
0.025,0.21490222215652463,60.36033630371094,26.228967623138495,0.22764425336007105,0.2515837171499059,0.059488949619081334,0.022427930256186782,f
0.026000000000000002,0.21613579988479614,59.434452056884766,25.042695279017114,0.22847541083134487,0.2506369251128732,0.05937342483206507,0.02257684426503617,f
0.027,0.21745246648788452,57.16400909423828,22.32529249326962,0.21821210306107716,0.2423021840660813,0.05939659187919308,0.022732283907992302,f
0.028,0.2188458293676376,54.34080505371094,19.279445502964265,0.19946401530663557,0.24290941107253225,0.05959761288954509,0.022911135986684945,f
0.029,0.22027115523815155,51.388526916503906,16.464579815332353,0.18458880398217034,0.2334888961056294,0.05990203797726595,0.02312822472463803,f
0.030000000000000002,0.22171564400196075,48.01262283325195,13.217694579452894,0.1841999810278276,0.23436991076835906,0.06027998989542597,0.023417523103387787,f
0.031000000000000003,0.2232368439435959,45.52018356323242,10.645657455171113,0.18440041380244954,0.23612970057892058,0.060659686718321046,0.02359431807534058,f
0.032,0.22482195496559143,44.44525146484375,8.91490663676327,0.195874983012054,0.2408033648822298,0.06103486630429884,0.023813043376152372,f
0.032999999999999995,0.22647099196910858,43.333160400390625,7.166748984375985,0.20511856122908623,0.24426796653757724,0.06132221055738052,0.023980094734243312,f
0.033999999999999996,0.2281583696603775,43.27041244506836,6.324906153732998,0.22108398494447934,0.2522130889864169,0.06151266394944224,0.024162815106932963,f
0.034999999999999996,0.22987131774425507,43.31797409057617,5.884866364221362,0.22901510147626147,0.25546234037483495,0.061692677160853276,0.024366759323123568,f
0.036,0.23162899911403653,43.751956939697266,6.085949820934616,0.23050053306027463,0.26052982435508176,0.061780029403327434,0.024490391046394226,f
0.037,0.23345699906349182,44.83003234863281,6.698500622671571,0.23917459544832925,0.26193036735438274,0.061850515275139684,0.024700036696340775,f
0.038,0.23532973229885104,45.63163375854492,7.484734620087508,0.2564174222196894,0.2717534232890126,0.06204012159817472,0.024928897280023437,f
0.039,0.23725359141826627,45.69639205932617,8.014269245128437,0.27760354645873575,0.27782206344136445,0.06258256530003094,0.025182074640286562,f
0.039999999999999994,0.2391838580369949,45.19023895263672,8.832066907530812,0.27955900150004126,0.2733683065926314,0.063269693747261,0.02535984264721668,f
0.040999999999999995,0.24118442833423615,43.98396682739258,9.03287290504569,0.27499438763470174,0.27067702011098915,0.06387984527062762,0.025523583613827394,f
0.041999999999999996,0.24326807260513306,44.3055419921875,9.445160990161167,0.2677943339571003,0.265461560363042,0.06448409978940882,0.025693224495569725,f
