time [s],phi [rad],torque [Nm],torque_comp [Nm],emg_quad [mV],emg_hams [mV],sremg_quad [%],sremg_hams [%],phase
0.0,0.19973208308219914,-0.5676248669624329,-53.77842144691626,0.23509575845568792,0.2525594020317357,0.008423938087335525,0.014289954962042585,sf
0.001,0.1997384756803513,-0.2177933007478714,-52.185254982653326,0.23262017489638076,0.25397197658297055,0.008508196775720255,0.01446152377460697,f
0.002,0.19976404607295992,0.35293611884117126,-50.5920885183904,0.21896684742414377,0.2470380543209551,0.008635087549093095,0.014757493966612648,f
0.002999999999999999,0.19984713494777684,1.6047650575637817,-48.99892205412747,0.21427597812161772,0.23649953985916508,0.008804280784592581,0.015203734099701932,f
0.004,0.19998134970664982,4.016467571258545,-47.40575558986453,0.2166296121464544,0.24209958380267863,0.00894935936855135,0.01560139171494012,f
0.004999999999999999,0.20018588304519658,6.980329990386963,-44.165307429664495,0.21920190266969597,0.23598176386141181,0.009024530321256476,0.015882231838788615,f
0.006,0.20046711266040806,10.238545417785645,-39.88850500810562,0.2236370988767607,0.25119712636463687,0.009076785771984576,0.016209359881620904,f
0.006999999999999999,0.20081226825714116,13.662261009216309,-35.410807889075826,0.22156606085796424,0.2518037936569263,0.00907900108602128,0.016392297809546562,f
0.008,0.20118937194347386,16.699180603027344,-31.486554802467754,0.22072671930011473,0.2540841307561021,0.009053689497747167,0.01647086275942533,f
0.009,0.20160481631755833,18.74164390563965,-28.59332967072694,0.21862158006576204,0.2552282249257957,0.009033585762962938,0.01647572905958171,f
0.01,0.2020969718694687,19.95523452758789,-26.918286778186793,0.22109834507069215,0.2530541963773897,0.009040864916268227,0.01657619940770316,f
0.011000000000000001,0.2026594310998917,20.266315460205078,-26.307653017224307,0.2224795116506495,0.2517809741468228,0.009068190454790499,0.016719238429531588,f
0.011999999999999999,0.2032538533210755,20.853485107421875,-25.807437744363362,0.23492077980392842,0.26677709920763626,0.009178456664688615,0.01697532808365659,f
0.013,0.2038930088281632,20.924909591674805,-25.87703438906982,0.2402595052085168,0.2724271954772096,0.00932247127297215,0.017380882233009615,f
0.014,0.20458330512046818,21.21710777282715,-25.8204324896402,0.23799680569461878,0.27131608951241354,0.009414773294568198,0.017731366217535228,f
0.015000000000000001,0.20532472729682927,21.987863540649414,-25.571419807547304,0.2291821409402155,0.25770567027622565,0.009478662003546237,0.018018782287085283,f
0.016,0.2061364531517029,22.27960968017578,-25.694694457766115,0.22984064721337893,0.25535689472586154,0.009499718654099442,0.01831691355592715,f
0.017,0.2069929271936417,23.47343635559082,-24.72760707634126,0.22872576612247156,0.25229271143374443,0.009490310889671815,0.018520590783357042,f
0.018000000000000002,0.20787497162818913,26.305953979492188,-21.93614830949441,0.23203641107742867,0.2521445005326135,0.009475247144992255,0.0186736374645598,f
0.019000000000000003,0.208782571554184,30.906044006347656,-17.5170354133502,0.23164824947942222,0.2565786761147707,0.009455855968415573,0.0187869565873224,f
0.019999999999999997,0.20976049005985264,37.052589416503906,-11.504980679756374,0.23402131516562846,0.25360765183586453,0.009458064318495435,0.018829568425192417,f
0.020999999999999998,0.21079592704772954,44.266883850097656,-4.63098266701873,0.22976885430736976,0.2527139539364758,0.009490826363006967,0.01896932280967591,f
0.022,0.21189527511596687,50.39452362060547,1.4937920448926292,0.21622023634833012,0.23755408363210134,0.009631198299747028,0.019117877939940124,f
0.023,0.21301380097866063,55.03057861328125,6.381588480363706,0.20899125947449593,0.2322375879271758,0.009786178001797003,0.019469086918180247,f
0.024,0.21417707502841954,57.40159225463867,9.460295368699855,0.21607342285604114,0.23613912958102534,0.00990423040557172,0.01983751632873491,f
0.025,0.21540426015853886,57.71003341674805,10.877901013608973,0.22179548553277253,0.24143289730410988,0.009968233927384293,0.02003855176939745,f
0.026000000000000002,0.21668257117271428,56.692474365234375,11.430803826501744,0.2289852785670452,0.24760271935582195,0.009960174373021859,0.020301240911617523,f
0.027000000000000003,0.2180248081684113,53.92536163330078,9.93217257934307,0.2271009553664326,0.24906565744824483,0.009941601731971703,0.02048351267829897,f
0.028000000000000004,0.21942456364631657,50.78971862792969,7.696066348414973,0.22593248526590176,0.25045196435483763,0.009902408808095987,0.020499079184222647,f
0.029000000000000005,0.2208946228027344,47.56169128417969,4.691189740804155,0.2215091352652458,0.25472753748742655,0.009901300559170123,0.020537274236155582,f
0.03,0.2224413931369782,44.60951614379883,1.7600883284013729,0.21821263753160972,0.24700613562460969,0.009913576598002967,0.0205903223414252,f
0.031,0.2240328967571259,42.4857177734375,0.161387548664815,0.21910531712033465,0.25498359906624146,0.009986665614678317,0.020762869302851997,f
0.032,0.22564997076988225,39.16488265991211,-2.0798379021634164,0.2306341258439996,0.26114691074625307,0.010097112625594344,0.020933569253588295,f
0.033,0.22729260027408604,36.267398834228516,-3.621294013852405,0.24227119539157457,0.2704489204658471,0.010234025261608397,0.02124507885751106,f
0.034,0.2290055483579636,34.19816589355469,-4.854404622165904,0.23895404983768126,0.2703651224340767,0.010367742527931802,0.021643504107913505,f
0.035,0.23078880012035374,33.47275924682617,-5.118652460679555,0.23335026527365996,0.2574860575729295,0.010441394121608126,0.021951893381006008,f
0.036000000000000004,0.23262958526611333,33.538818359375,-3.9745951157941612,0.22961182371624891,0.2536389737448282,0.010483752691969488,0.022095372543513576,f
0.037,0.23448314070701604,34.433349609375,-1.7091552200979743,0.22742230382727846,0.24726239034833977,0.010496218474566665,0.02217702851240489,f
