time [s],phi [rad],torque [Nm],torque_comp [Nm],emg_quad [mV],emg_hams [mV],phase
4.436,4.436,-1.9477648735046387,-0.4711019512316516,0.22898958684947524,0.24768938491248982,e
4.437,4.437,-2.0124945640563965,-0.799744558872388,0.2443587569549045,0.2722532169507481,e
4.438,4.438,-1.856199026107788,-0.8413135446085356,0.23959899981637095,0.2606230061894447,e
4.439,4.439,-2.234221935272217,-0.8761699156131791,0.23367157218540155,0.2506969582229438,e
4.44,4.44,-1.231917142868042,-0.42619457861441196,0.22926913042048758,0.2465467769095574,e
4.441,4.441,-0.6894020438194275,-0.33504625299250707,0.2238301467847052,0.2477693699795595,e
4.442,4.442,-1.7112168073654175,-0.6522903070579947,0.2259248464782681,0.244600278402252,e
4.443,4.443,-2.0338997840881348,-0.5898824253247523,0.22698186250663524,0.24255732330038773,e
4.444,4.444,-1.2708699703216553,-0.3852744399797083,0.23311795965099322,0.24792751077792136,e
4.445,4.445,-0.6921699643135071,-0.5756809733449615,0.23471428312238815,0.25107903187764036,e
4.446,4.446,-0.6465349197387695,-0.33927805177992343,0.22426628746320618,0.2390300044677265,e
4.447,4.447,-0.9697334170341492,-0.5163440067927734,0.21129856197049324,0.22486761878906045,e
4.448,4.448,-0.3177051246166229,-0.496892725564464,0.2170056448995766,0.226086002303698,e
4.449,4.449,0.46338707208633423,-0.4178143559431662,0.21969938827637964,0.226482092234919,e
4.45,4.45,0.2874161899089813,-0.3225956203377514,0.22444656218668557,0.23686527454906187,e
4.451,4.451,-0.017647936940193176,-0.3610641082900957,0.2219718094237864,0.24668453891171346,e
4.452,4.452,-0.21206489205360413,-0.4297822757615185,0.22537296867139095,0.24740020361652856,e
4.453,4.453,-0.5906795263290405,-0.49166760277093163,0.2207161668119783,0.24310265232983927,e
4.454,4.454,-0.509638249874115,-0.6943663721592334,0.21883407277728806,0.240517383859414,e
4.455,4.455,0.39981064200401306,-0.2666811151722244,0.2164777850941222,0.24780435083030028,e
4.456,4.456,0.039151616394519806,-0.3924537130252377,0.23148707011151826,0.2486649339204587,e
4.457,4.457,-0.5792487859725952,-0.4370831000505458,0.2434452303148428,0.26122615413807104,e
4.458,4.458,-0.3695964515209198,-0.07291606013700372,0.2392563129677087,0.2638297800204764,e
4.459,4.459,0.04240501672029495,-0.1694393732372704,0.23010756429487253,0.25199583515066354,e
4.46,4.46,0.41751161217689514,-0.24218940611441842,0.2280206653907733,0.2515307010868544,e
4.461,4.461,-0.4582393169403076,-0.32979872274470756,0.22597333112273887,0.2508371328608723,e
4.462,4.462,-1.9792516231536865,-0.588300653501478,0.23169327298878353,0.24871804845107895,e
4.463,4.463,-1.1809790134429932,-0.07071448798607183,0.23410094342601678,0.24999384324413398,e
4.464,4.464,-0.34594476222991943,0.35212174067762925,0.2352217375320069,0.2466018553276853,e
4.465,4.465,-0.7623705267906189,0.1305550622818408,0.23311010401160975,0.24467828377353962,e
4.466,4.466,-1.5838598012924194,-0.05011029437023391,0.22355788831933154,0.24018417661590252,e
4.467,4.467,-1.282791018486023,-0.0788119396373519,0.20550270558691,0.2233287007369224,e
4.468,4.468,-0.8897292613983154,0.11338048101450107,0.21390778842645947,0.23631506790111345,e
4.469,4.469,-0.8096545934677124,0.3987895417757254,0.217925635830313,0.23488639375295425,e
4.47,4.47,-1.116334319114685,0.09467348465941339,0.22557961901595405,0.2425288851355067,e
4.471,4.471,-0.9992277026176453,-0.030519219957708454,0.22537991165473442,0.24701163188770855,e
4.472,4.472,-1.6183714866638184,-0.04966508059888509,0.2273565795622449,0.2468863992843349,e
4.473,4.473,-2.0356431007385254,-0.12176096619927108,0.22393499410393622,0.24656738716066615,e
4.474,4.474,-0.888666570186615,-0.041614090308790645,0.22010392165281328,0.24289386081970524,e
4.475,4.475,0.019677720963954926,0.09136033013064905,0.21206448080231965,0.2462395903769287,e
4.476,4.476,-0.7650206685066223,-0.023528119316167856,0.2284231444800976,0.25554759946471756,e
4.477,4.477,-1.5505151748657227,-0.4892212068112526,0.2419103472859488,0.2721812218280948,e
4.478,4.478,-0.40348929166793823,-0.34410579451648343,0.24087883105060087,0.2677714280534645,e
4.479,4.479,0.50432288646698,-0.27464167925794297,0.2346890376568384,0.25967785363484375,e
4.48,4.48,1.04390287399292,0.17833059443024868,0.2273858162290669,0.24654234487741813,e
4.481,4.481,1.1600195169448853,0.36694064028725853,0.226161488145788,0.2561586360881727,e
4.482,4.482,0.6503397822380066,0.04540001849174981,0.2270621086039553,0.24995064760839927,e
4.483,4.483,0.6562786102294922,0.041359911876183084,0.22834309523599236,0.24569035869323708,e
4.484,4.484,0.9192360043525696,0.09590971994036099,0.23081899518181062,0.2508285668542417,e
4.485,4.485,1.163469672203064,0.19877284933666128,0.23091328415772314,0.25214358710316925,e
4.486,4.486,1.0951745510101318,0.3040233881223623,0.2234404658717032,0.24683322142467823,e
4.487,4.487,-0.022189073264598846,0.02165607169729877,0.21232121274575014,0.22549892271348337,e
4.488,4.488,-0.7903524041175842,-0.16438223125022855,0.2175261410717784,0.23354027512821404,e
4.489,4.489,-0.3255878686904907,-0.02219551458429812,0.22104914216366262,0.23821345102861924,e
4.49,4.49,0.26822295784950256,0.1153961804977831,0.2232398075950411,0.2421074074459673,e
4.491,4.491,-0.5549580454826355,-0.18995755750768809,0.222800601612794,0.2512563246424166,e
4.492,4.492,-1.4889298677444458,-0.3509088609477978,0.22328621494014028,0.24710731353842155,e
4.493,4.493,-1.1162080764770508,-0.3758986228030091,0.22016414745370452,0.24876811774009394,e
4.494,4.494,-0.6699026226997375,-0.4143227423956742,0.21929917514921848,0.2498621731597195,e
4.495,4.495,-0.7941531538963318,-0.13536449449965476,0.21732791158671302,0.243476260127229,e
4.496,4.496,-1.397126317024231,0.06236766331774296,0.23184486705553622,0.2555921586862292,e
4.497,4.497,-1.5583659410476685,-0.01957760052722009,0.24557088903360794,0.27512558175351426,e
4.498,4.498,-1.1122722625732422,0.025930641626980822,0.2419215503225382,0.26915488421169165,e
4.499,4.499,-0.5373659133911133,0.2511567775088211,0.23665706415893256,0.26078473383389694,e
4.5,4.5,-0.4783332943916321,-0.19512736628230004,0.22808691827000563,0.2507081667157575,e
4.501,4.501,0.18881332874298096,-0.015466950456524891,0.23003403262352323,0.24915934299731554,e
4.502,4.502,-0.7088128924369812,-0.0945818217335516,0.22934821025320376,0.2505267874074353,e
4.503,4.503,-1.2941620349884033,0.06381112845525014,0.23085167284583025,0.2566157663536541,e
4.504,4.504,-0.4253888726234436,0.12523640759079055,0.23358350068438152,0.25373675284350566,e
4.505,4.505,-0.20048706233501434,0.12211229313846757,0.2394673684195664,0.2527039600985008,e
4.506,4.506,-1.1722195148468018,-0.0939156534184295,0.22413447041010226,0.2472935396279649,e
4.507,4.507,-0.9843137860298157,0.13651759384542753,0.20566627285041808,0.22699570248298806,e
4.508,4.508,0.10498437285423279,0.055231923760128525,0.2092974493590742,0.23495004948296758,e
4.509,4.509,1.2496634721755981,0.09738216073471716,0.21874225124475755,0.24014262690530633,e
4.51,4.51,1.2532931566238403,0.12281036886941898,0.21985680797766802,0.24714716965499156,e
4.511,4.511,0.962106466293335,-0.17709059919859435,0.22673736525270416,0.25009939796727176,e
4.512,4.512,1.0204790830612183,0.045658055702460246,0.2255103261956732,0.2534966585240934,e
4.513,4.513,1.1338938474655151,0.18193854655073796,0.22434827593791853,0.24911972546306993,e
4.514,4.514,0.5110121965408325,-0.13070583008457712,0.21971363080002246,0.2509329633405962,e
4.515,4.515,0.16371217370033264,-0.2701744730165843,0.21828010179520535,0.25034443222313635,e
4.516,4.516,-0.2383785992860794,-0.391019458812058,0.2284358605215475,0.2583047333220343,e
4.517,4.517,-0.43811294436454773,-0.03691057115491856,0.24549451404397188,0.2756093986234167,e
4.518,4.518,-0.5644962787628174,-0.06287336708708495,0.2382552529765283,0.2717476531039644,e
4.519,4.519,-0.4151979684829712,-0.27893200635996646,0.23597426517715214,0.2674710221049628,e
4.52,4.52,-0.4678806662559509,-0.14046180203607728,0.22999230529600448,0.26010956679182956,e
4.521,4.521,-1.0357924699783325,0.15221522832791107,0.2312950080641462,0.2544966221045661,e
4.522,4.522,-1.5121585130691528,0.21113624470435952,0.22898733446995423,0.2556949086177935,e
4.523,4.523,-0.8107975125312805,-0.006254339447267512,0.22943016250353984,0.2552528545685722,e
4.524,4.524,-0.0905664935708046,-0.16002510009804063,0.23128602551801317,0.251188860605213,e
4.525,4.525,-0.5853980183601379,-0.10844772620934195,0.23330405061429677,0.2576239564080198,e
4.526,4.526,-0.8411493897438049,-0.007033601363734363,0.22026832671469218,0.2505860400532579,e
4.527,4.527,-0.15822096168994904,-0.23451965356435345,0.211142446666504,0.23650965387524978,e
4.528,4.528,0.5064204335212708,0.009834571992061253,0.21410801178073835,0.24083776825781372,e
4.529,4.529,0.7471439242362976,0.32845856202500906,0.22397925817651337,0.24515101962821775,e
4.53,4.53,0.04880618304014206,-0.3575096636675887,0.22443338402322255,0.24976101063514553,e
4.531,4.531,0.013781912624835968,-0.19728770952789645,0.22573312911497107,0.2538353645389226,e
4.532,4.532,-1.3285768032073975,-0.2885079175408539,0.22440831585326487,0.2493821894087756,e
4.533,4.533,-1.806108832359314,-0.24472715383988924,0.22337147908020133,0.25242369893028554,e
4.534,4.534,-0.9582887291908264,-0.13253141225512716,0.21412983798422297,0.25544902372206607,e
4.535,4.535,-1.0120784044265747,-0.4351036028180437,0.21612423601314884,0.25065563271901176,e
4.536,4.536,-1.9680057764053345,-0.7420542091620261,0.22911107052251567,0.2599782170243177,e
4.537,4.537,-2.0410146713256836,-0.6295912829555161,0.24666444160457818,0.2722231775930908,e
4.538,4.538,-0.9912011623382568,-0.43596444623589176,0.24058276077098847,0.2670903867129786,e
4.539,4.539,-0.6219482421875,-0.49026121488994173,0.23440611557755459,0.26885293517007125,e
4.54,4.54,-1.4864782094955444,-0.6181472690708015,0.22635934030939817,0.2610559013838257,e
4.541,4.541,-1.1359208822250366,-0.5016568230950419,0.22434284444294253,0.2530802539605776,e
4.542,4.542,-1.3929977416992188,-0.5734740586865074,0.22651646170827588,0.2503712185924557,e
4.543,4.543,-1.3739656209945679,-0.7178996690253208,0.23152003421266107,0.2577177644124855,e
4.544,4.544,-0.9134061932563782,-0.598462161420689,0.23449118575857414,0.2568628871016026,e
4.545,4.545,-0.3057277202606201,-0.42500555034255455,0.23671425093005413,0.26043689586858365,e
4.546,4.546,-0.5450581908226013,-0.576360797350113,0.22378945916225085,0.25447554094661723,e
4.547,4.547,-1.0048311948776245,-0.5783226581891965,0.21237069512943943,0.2297494968980883,e
4.548,4.548,-2.109776496887207,-1.325077921284741,0.21290198187391518,0.23868016836284311,e
4.549,4.549,-1.060944676399231,-0.9408547851646694,0.22112817112842104,0.24869826289307684,e
4.55,4.55,-1.1530351638793945,-1.070865524115342,0.22139616711617766,0.2526685113185128,e
4.551,4.551,-2.331101894378662,-1.3027795322374904,0.22542428512387183,0.25199661360669445,e
4.552,4.552,-2.773338794708252,-1.3919060236228107,0.22190574537726904,0.2530983072472702,e
4.553,4.553,-1.8537653684616089,-1.1632701856722576,0.21973817853420716,0.2580649254437395,e
4.554,4.554,-1.485987901687622,-1.050794138689783,0.2162676154010712,0.2503089668420446,e
4.555,4.555,-2.075603485107422,-1.192479958361948,0.21839063479224338,0.2554092474930721,e
4.556,4.556,-1.9474838972091675,-0.8996100249460379,0.23231210678167408,0.26436453291183004,e
4.557,4.557,-1.8011473417282104,-1.0787552761022208,0.24852371234918028,0.2702834980068076,e
4.558,4.558,-1.4888907670974731,-0.8502985872074462,0.23896559409750362,0.2698319800592891,e
4.559,4.559,-1.7295178174972534,-0.8618086884598737,0.23081457391571752,0.2640622317265792,e
4.56,4.56,-1.1967799663543701,-0.6309923042297757,0.2265446874358602,0.2610345754317227,e
4.561,4.561,-1.4371060132980347,-0.9118340135281661,0.22617810205762737,0.26554744427352783,e
4.562,4.562,-1.9719544649124146,-1.1012569875318459,0.22557593622417996,0.256063811723831,e
4.563,4.563,-1.771138072013855,-1.1617568928784827,0.22910984673746762,0.25779092931734593,e
4.564,4.564,-0.7970420718193054,-1.0119082505917072,0.2342355404615412,0.2589140791641743,e
4.565,4.565,-0.3197287917137146,-0.7093405148007821,0.2369211282749214,0.2623465857821409,e
4.566,4.566,-1.1310617923736572,-0.8340547269288358,0.21994325847053034,0.25492203561989074,e
4.567,4.567,-1.1328836679458618,-1.0608322143805027,0.2098279231549641,0.23396113214429343,e
4.568,4.568,-0.030273333191871643,-0.8055086748176924,0.21279071094031518,0.2441866552019003,e
4.569,4.569,0.5385310649871826,-0.787766949206227,0.22006761848579987,0.2409089499824975,e
4.57,4.57,0.9784454107284546,-0.51286694466204,0.22186244335534228,0.2526366602224397,e
4.571,4.571,1.0313892364501953,-0.4311491876584488,0.22730804956348147,0.2570618319840946,e
4.572,4.572,0.8450537919998169,-0.2934243651502208,0.22298001711847432,0.25219759059963454,e
4.573,4.573,0.19856835901737213,-0.6865945624081503,0.22164881207627513,0.2529760220596822,e
4.574,4.574,-0.24593865871429443,-0.8167507383582632,0.21735757228701644,0.25604147425560975,e
4.575,4.575,0.06403686851263046,-0.5152454266321694,0.21668774745061783,0.2580777963282251,e
4.576,4.576,-0.3621571660041809,-0.18798696090112804,0.2277614382287568,0.2645798949228713,e
4.577,4.577,-1.7823015451431274,-0.30222136803992433,0.2441835951335169,0.27312068383270754,e
4.578,4.578,-2.8532509803771973,-0.96977982720503,0.24283760996307543,0.27486863940612205,e
4.579,4.579,-1.844135046005249,-0.6439578509783412,0.2364226909891273,0.278324835215677,e
4.58,4.58,-1.460617184638977,-0.06464630308873771,0.23111457114726552,0.2653357353939977,e
4.581,4.581,-2.5495357513427734,-0.4030903227768843,0.22515437932734114,0.2553368230497066,e
4.582,4.582,-2.6265501976013184,-0.34916965296173097,0.23029514020114303,0.2581189919070136,e
4.583,4.583,-1.6544604301452637,-0.277983154807045,0.22724081467682783,0.26197910830118276,e
4.584,4.584,-0.9766318798065186,-0.18305186539719429,0.23163585187551705,0.25963854013531945,e
4.585,4.585,-1.403428077697754,-0.11404590198943443,0.23074559455022745,0.2613033240073344,e
4.586,4.586,-1.9960453510284424,-0.25808815402805135,0.2204499196601479,0.25406669387942094,e
4.587,4.587,-1.7236969470977783,-0.43098858182567445,0.2061120207754395,0.2359298063547337,e
4.588,4.588,-1.359199047088623,-0.31323576870744846,0.21545572941030036,0.2432626568698683,e
4.589,4.589,-1.2713642120361328,-0.41439289321130074,0.21947242051601282,0.24586566390807107,e
4.59,4.59,0.12363870441913605,-0.22847101280807397,0.22605234977678124,0.2565492144918713,e
4.591,4.591,0.08283121883869171,0.004767974817328349,0.22568778818525342,0.260727620416331,e
4.592,4.592,-0.34440091252326965,0.17683023711239887,0.22865308878755633,0.25684277938000966,e
4.593,4.593,-0.5697193145751953,-0.09387593086530428,0.22132015053329207,0.2575454763749569,e
4.594,4.594,-0.02212938666343689,-0.14729976239285356,0.21889533601428665,0.25275615674627855,e
4.595,4.595,0.37858083844184875,0.260945264584203,0.21583877725090833,0.25214871964672075,e
4.596,4.596,-0.3255235552787781,0.5188454865974661,0.23009187670355422,0.2646433549820123,e
4.597,4.597,-0.8826918005943298,0.054141392385366305,0.24524426830887047,0.2780380997213019,e
4.598,4.598,0.38288378715515137,0.09583647737496731,0.2425730982831915,0.2797664778891601,e
4.599,4.599,0.672446608543396,0.089821691502864,0.2320768255568555,0.2684616562671763,e
4.6,4.6,1.6064696311950684,0.6563321805740175,0.23096705792487965,0.25584080259274666,e
4.601,4.601,1.325272798538208,0.3093958827669776,0.22668722002746866,0.25753605367591875,e
