1.022,-0.088,0.045,0.212,0.212,0.244,0.244
1.022,-0.104,0.045,0.229,0.229,0.240,0.240
1.021,0.108,0.045,0.218,0.218,0.246,0.246
1.018,0.369,0.046,0.223,0.223,0.256,0.256
1.018,0.418,0.046,0.218,0.218,0.252,0.252
1.019,0.434,0.045,0.226,0.226,0.250,0.250
1.023,0.369,0.044,0.211,0.211,0.255,0.255
1.022,0.385,0.044,0.230,0.230,0.255,0.255
1.021,0.401,0.044,0.212,0.212,0.238,0.238
1.022,0.206,0.044,0.223,0.223,0.253,0.253
1.022,-0.023,0.044,0.227,0.227,0.267,0.267
1.021,-0.088,0.044,0.221,0.221,0.256,0.256
1.022,-0.055,0.044,0.217,0.217,0.255,0.255
1.022,-0.088,0.044,0.221,0.221,0.252,0.252
1.021,-0.055,0.044,0.214,0.214,0.255,0.255
1.021,-0.088,0.044,0.224,0.224,0.250,0.250
1.017,-0.055,0.044,0.209,0.209,0.252,0.252
1.019,-0.072,0.044,0.218,0.218,0.253,0.253
1.021,-0.039,0.044,0.214,0.214,0.249,0.249
1.024,-0.072,0.044,0.212,0.212,0.252,0.252
1.023,0.108,0.044,0.218,0.218,0.246,0.246
1.022,0.353,0.045,0.215,0.215,0.253,0.253
1.022,0.434,0.044,0.209,0.209,0.241,0.241
1.022,0.434,0.045,0.224,0.224,0.247,0.247
1.022,0.206,0.045,0.212,0.212,0.252,0.252
1.022,-0.023,0.045,0.201,0.201,0.247,0.247
1.022,-0.088,0.045,0.217,0.217,0.246,0.246
1.022,-0.088,0.045,0.215,0.215,0.247,0.247
1.021,-0.055,0.045,0.214,0.214,0.252,0.252
1.018,-0.055,0.044,0.221,0.221,0.252,0.252
1.019,-0.072,0.044,0.233,0.233,0.261,0.261
1.021,-0.088,0.045,0.237,0.237,0.282,0.282
1.023,-0.072,0.045,0.240,0.240,0.275,0.275
1.023,-0.055,0.045,0.233,0.233,0.276,0.276
1.023,0.108,0.045,0.235,0.235,0.264,0.264
1.022,0.320,0.045,0.233,0.233,0.269,0.269
1.022,0.434,0.045,0.235,0.235,0.262,0.262
1.021,0.401,0.045,0.227,0.227,0.269,0.269
1.022,0.401,0.045,0.212,0.212,0.266,0.266
1.022,0.401,0.045,0.227,0.227,0.272,0.272
1.022,0.369,0.045,0.227,0.227,0.266,0.266
1.022,0.222,0.045,0.218,0.218,0.288,0.288
1.020,0.140,0.046,0.230,0.230,0.262,0.262
1.018,0.304,0.046,0.223,0.223,0.256,0.256
1.019,0.418,0.045,0.223,0.223,0.258,0.258
1.022,0.206,0.045,0.224,0.224,0.252,0.252
1.024,0.189,0.044,0.227,0.227,0.256,0.256
1.023,0.271,0.044,0.211,0.211,0.252,0.252
1.022,0.369,0.045,0.227,0.227,0.258,0.258
1.022,0.418,0.045,0.215,0.215,0.258,0.258
1.022,0.401,0.045,0.227,0.227,0.253,0.253
1.022,0.401,0.045,0.220,0.220,0.255,0.255
1.022,0.336,0.045,0.235,0.235,0.256,0.256
1.022,0.401,0.045,0.218,0.218,0.258,0.258
1.021,0.401,0.045,0.233,0.233,0.247,0.247
1.019,0.206,0.046,0.221,0.221,0.253,0.253
1.018,-0.007,0.046,0.235,0.235,0.244,0.244
1.019,-0.104,0.046,0.217,0.217,0.253,0.253
1.023,-0.088,0.046,0.241,0.241,0.255,0.255
1.023,-0.055,0.046,0.220,0.220,0.258,0.258
1.023,-0.055,0.046,0.240,0.240,0.255,0.255
1.022,-0.039,0.046,0.230,0.230,0.258,0.258
1.021,0.091,0.046,0.241,0.241,0.252,0.252
1.022,0.336,0.046,0.233,0.233,0.256,0.256
