0.275,2.852,-0.392,0.000,0.000,0.000,0.000
0.275,2.803,-0.393,0.000,0.000,0.000,0.000
0.275,2.836,-0.391,0.000,0.000,0.000,0.000
0.276,2.803,-0.394,0.000,0.000,0.000,0.000
0.275,2.738,-0.393,0.000,0.000,0.000,0.000
0.275,2.493,-0.392,0.000,0.000,0.000,0.000
0.272,2.314,-0.386,0.000,0.000,0.000,0.000
0.271,2.298,-0.383,0.000,0.000,0.000,0.000
0.271,2.298,-0.383,0.000,0.000,0.000,0.000
0.277,2.330,-0.396,0.000,0.000,0.000,0.000
0.277,2.346,-0.397,0.000,0.000,0.000,0.000
0.276,2.314,-0.394,0.000,0.000,0.000,0.000
0.275,2.428,-0.393,0.000,0.000,0.000,0.000
0.275,2.608,-0.392,0.000,0.000,0.000,0.000
0.275,2.820,-0.391,0.000,0.000,0.000,0.000
0.275,2.852,-0.391,0.000,0.000,0.000,0.000
0.274,2.852,-0.390,0.000,0.000,0.000,0.000
0.275,2.836,-0.392,0.000,0.000,0.000,0.000
0.274,2.771,-0.390,0.000,0.000,0.000,0.000
0.272,2.820,-0.384,0.000,0.000,0.000,0.000
0.271,2.803,-0.382,0.000,0.000,0.000,0.000
0.270,2.820,-0.379,0.000,0.000,0.000,0.000
0.275,2.820,-0.391,0.000,0.000,0.000,0.000
0.277,2.787,-0.397,0.000,0.000,0.000,0.000
0.278,2.885,-0.400,0.000,0.000,0.000,0.000
0.276,3.114,-0.394,0.000,0.000,0.000,0.000
0.275,3.358,-0.391,0.000,0.000,0.000,0.000
0.275,3.717,-0.390,0.000,0.000,0.000,0.000
0.275,4.191,-0.391,0.000,0.000,0.000,0.000
0.275,4.713,-0.390,0.000,0.000,0.000,0.000
0.275,5.284,-0.392,0.000,0.000,0.000,0.000
0.275,6.018,-0.391,0.000,0.000,0.000,0.000
0.271,6.753,-0.369,0.000,0.000,0.000,0.000
0.271,7.585,-0.366,0.000,0.000,0.000,0.000
0.274,8.499,-0.392,0.000,0.000,0.000,0.000
0.276,9.544,-0.408,0.000,0.000,0.000,0.000
0.277,10.490,-0.422,0.000,0.000,0.000,0.000
0.276,11.208,-0.410,0.000,0.000,0.000,0.000
0.275,12.122,-0.396,0.000,0.000,0.000,0.000
0.275,13.281,-0.395,0.000,0.000,0.000,0.000
0.274,14.456,-0.385,0.000,0.000,0.000,0.000
0.276,15.500,-0.405,0.000,0.000,0.000,0.000
