Time [s],Phi [rad],STIM [ ],Fsee [N],Gamma [ ],Lcerel [ ],q [ ],Lmtc [m],fisomrel [ ]
0.0,1.8,1.0,19.858905417099052,0.0014051768729480365,1.3791331102982445,0.0055055812400470975,0.288653,0.5416393006236582
0.0005,1.79999375,1.0,20.559644685646184,0.007006504250672758,1.3790562616319746,0.017262409779368854,0.2886527375,0.5418250973137502
0.001,1.799975,1.0,24.94669131855134,0.012576412610948409,1.3786105286054935,0.04324312700158254,0.28865195,0.5429020013682041
0.0015,1.79994375,1.0,36.832794573798175,0.018115078188955674,1.377576045667613,0.08081055152517679,0.2886506375,0.5453964596237522
0.002,1.7999,1.0,64.04711509922338,0.023622676232776772,1.3757194926346998,0.12665362176309963,0.2886488,0.5498560677752671
0.0025,1.79984375,1.0,113.07846299516049,0.02909938100615855,1.373195353663691,0.17746162487812317,0.28864643749999996,0.5558840178693643
0.003,1.7997750000000001,1.0,180.72038127573967,0.03454536579636353,1.3704960353292985,0.2305104889446685,0.28864354999999997,0.5622853565219107
0.0035,1.79969375,1.0,259.47759566255564,0.03996080291677755,1.3679281348198467,0.28372591730955643,0.2886401375,0.5683319120152703
0.004,1.7996,1.0,344.3431483861677,0.045345863713151684,1.365560596728393,0.3355803199712129,0.2886362,0.5738694200241748
0.0045000000000000005,1.7994937500000001,1.0,432.75116692324616,0.050700718590538506,1.3633792573291765,0.3850339120871065,0.2886317375,0.5789397810679086
0.005,1.799375,1.0,523.2109544192147,0.05602553692957658,1.3613585332918132,0.43145875597907996,0.28862675,0.58360972709563
0.0055,1.79924375,1.0,614.6926760596644,0.06132048732272997,1.3594764730669509,0.47454354857881403,0.2886212375,0.5879357949979138
0.006,1.7991000000000001,1.0,706.3336270654945,0.06658573713609986,1.3577172239090034,0.5142037656594014,0.2886152,0.5919591445115941
0.006500000000000001,1.79894375,1.0,797.4764953969822,0.07182145314808541,1.3560674916858793,0.5505050393935973,0.2886086375,0.5957140987389231
0.007,1.798775,1.0,887.5333783197461,0.07702780085929531,1.3545173640969816,0.5836071144281553,0.28860155,0.5992265260004086
0.0075,1.79859375,1.0,976.0516330389933,0.08220494512391914,1.3530580359353725,0.6137216827451635,0.2885939375,0.6025192068286263
0.008,1.7984,1.0,1062.650350500188,0.08735304973007897,1.3516821826157785,0.6410846401080046,0.2885858,0.6056111046894203
0.0085,1.79819375,1.0,1147.0242897440999,0.0924722772696332,1.350383375018814,0.6659373293151198,0.2885771375,0.6085187835153866
0.009000000000000001,1.797975,1.0,1228.9690836942275,0.0975627903213134,1.3491553980538145,0.6885146755881321,0.28856795,0.6112579974804924
0.0095,1.79774375,1.0,1308.309626458274,0.10262474977939386,1.3479930091253327,0.709038935241156,0.2885582375,0.613842045918036
0.01,1.7975,1.0,1384.912371601701,0.1076583153050361,1.3468915155845447,0.7277159623759993,0.288548,0.6162827691819439
0.0105,1.79724375,1.0,1458.706983528883,0.11266364623220686,1.3458463358502324,0.7447336043814657,0.2885372375,0.6185915560553835
0.011,1.796975,1.0,1529.67073135797,0.11764090169301836,1.344853094762571,0.7602617070832755,0.28852595000000003,0.6207791550786903
0.0115,1.79669375,1.0,1597.7819570762133,0.12259023891026877,1.3439080821240499,0.7744530450757796,0.2885141375,0.6228546908474418
0.012,1.7964,1.0,1663.033613428208,0.12751181387163404,1.3430079665055878,0.787444311098426,0.28850180000000003,0.6248263230666503
0.0125,1.79609375,1.0,1725.4574717292223,0.13240578243796175,1.3421494349804601,0.7993573099098111,0.2884889375,0.6267020540259945
0.013000000000000001,1.7957750000000001,1.0,1785.1080971265828,0.1372722997453709,1.3413293311012071,0.8103004433645834,0.28847555,0.6284894379145489
0.0135,1.79544375,1.0,1842.0451722812215,0.14211152048391404,1.3405448012476882,0.8203701570008968,0.2884616375,0.6301952753289942
0.014,1.7951000000000001,1.0,1896.315597140027,0.14692359674472064,1.3397934355497183,0.8296522878831579,0.2884472,0.6318253225679828
0.0145,1.79474375,1.0,1947.9894578843455,0.15170868061892007,1.3390728241371126,0.8382231017750155,0.2884322375,0.6333852676392944
0.015,1.794375,1.0,1997.1461986484296,0.1564669233251267,1.338380682732511,0.8461504433561947,0.28841675,0.6348804641373714
