Time [s],Phi [rad],STIM [ ],Fsee [N],Gamma [ ],Lcerel [ ],q [ ],Lmtc [m],fisomrel [ ]
0.0,1.8,1.0,17.96602375914683,1.0000710683621582e-05,1.3793398733134097,0.005000026655554625,0.288653,0.541139223579612
0.0005,1.79999375,1.0,18.275460815624033,0.005619153923400443,1.3793025303450386,0.012940518779306853,0.2886527375,0.5412295614599845
0.001,1.799975,1.0,21.617142338725195,0.011196844221515463,1.3789384286835011,0.03560858947775937,0.28865195,0.5421099083765278
0.0015,1.79994375,1.0,31.067913506493237,0.016743248087965203,1.378046316402444,0.07060172590578086,0.2886506375,0.5442633375463752
0.002,1.7999,1.0,53.580780549874255,0.022258541014032563,1.3763682359604101,0.11471786204200585,0.2886488,0.5483002262756667
0.0025,1.79984375,1.0,97.11697856656288,0.027742897506915127,1.3739352616634228,0.16457470001886793,0.28864643749999996,0.5541212375150111
0.003,1.7997750000000001,1.0,160.9561540259842,0.03319649109743846,1.3712144190973352,0.217280251786646,0.28864354999999997,0.5605862724943494
0.0035,1.79969375,1.0,237.68136055118921,0.03861949433964976,1.368584794945041,0.2706126843957782,0.2886401375,0.5667896968600834
0.004,1.7996,1.0,321.46489421290204,0.04401207882159958,1.3661561421141364,0.3229156018858004,0.2886362,0.5724798456380497
0.0045000000000000005,1.7994937500000001,1.0,409.26598845128353,0.04937441517052634,1.3639228555354128,0.37303431663038034,0.2886317375,0.5776790663869613
0.005,1.799375,1.0,499.4118440738669,0.05470667304395252,1.3618583776237,0.4202472814426452,0.28862675,0.5824569979067081
0.0055,1.79924375,1.0,590.7888497935164,0.06000902117710905,1.3599388656601252,0.46417353211296625,0.2886212375,0.5868750414135916
0.006,1.7991000000000001,1.0,682.5166356415295,0.06528162732618216,1.3581464415169335,0.5046798095267242,0.2886152,0.5909793572345591
0.006500000000000001,1.79894375,1.0,773.8799791583897,0.07052465832471563,1.3564672754455784,0.541800620141085,0.2886086375,0.5948057446951727
0.007,1.798775,1.0,864.2846231786461,0.07573828006176259,1.3548904141867864,0.5756766538847208,0.28860155,0.5983826336681481
0.0075,1.79859375,1.0,953.2415850285859,0.0809226575023853,1.3534068042681167,0.6065098060812179,0.2885939375,0.6017335162531795
0.008,1.7984,1.0,1040.3579251087885,0.08607795469016784,1.3520086541401657,0.634531951098559,0.2885858,0.6048785312832565
0.0085,1.79819375,1.0,1125.320499394306,0.0912043347409966,1.3506891527118514,0.6599842852191377,0.2885771375,0.6078351982469508
0.009000000000000001,1.797975,1.0,1207.8783540586567,0.09630195957668018,1.349442333285411,0.6831042698909378,0.28856795,0.6106188000894378
0.0095,1.79774375,1.0,1287.849158786702,0.1013709902616375,1.3482626934342317,0.7041177008630946,0.2885582375,0.613243291970454
0.01,1.7975,1.0,1365.1605466862784,0.10641158931239098,1.34714446885508,0.7232341985243788,0.288548,0.6157229519876416
0.0105,1.79724375,1.0,1439.6810005885304,0.1114239145806833,1.3460836772819802,0.7406464634356021,0.2885372375,0.6180678836702238
0.011,1.796975,1.0,1511.339994540788,0.11640812391825722,1.3450763364489555,0.7565289672945249,0.28852595000000003,0.6202880166548701
0.0115,1.79669375,1.0,1580.1226002577118,0.12136437517685553,1.3441184640900297,0.7710385478226608,0.2885141375,0.6223931207663232
0.012,1.7964,1.0,1646.0572239440946,0.12629282597102576,1.3432061624624279,0.784315540180446,0.28850180000000003,0.6243926340810382
0.0125,1.79609375,1.0,1709.1721759837226,0.13119363250738755,1.3423360554548354,0.7964852911702412,0.2884889375,0.6262947230090048
0.013000000000000001,1.7957750000000001,1.0,1769.4956026126297,0.13606694936110075,1.341505196389234,0.8076595022954881,0.28847555,0.6281065077779042
0.0135,1.79544375,1.0,1827.0749165082127,0.14091293057990625,1.3407107796336342,0.8179375008656233,0.2884616375,0.629834708678065
0.014,1.7951000000000001,1.0,1881.9772727940767,0.14573172937104353,1.3399500939720825,0.8274075589761106,0.2884472,0.6314857576797586
0.0145,1.79474375,1.0,1934.281690031637,0.15052349936345474,1.3392205739233947,0.8361481559804579,0.2884322375,0.6330656958771771
0.015,1.794375,1.0,1984.0480879147813,0.15528839111522375,1.338520096266142,0.8442291994255648,0.28841675,0.6345795421682459
0.0155,1.79399375,1.0,2031.3543169176764,0.16002655514063716,1.3378465426593602,0.851712878457023,0.2884007375,0.6360322500418276
0.016,1.7936,1.0,2076.2842764315105,0.16473814105141932,1.3371979067104773,0.8586546081081444,0.2883842,0.6374284812183426
0.0165,1.7931937500000001,1.0,2118.9352747222356,0.16942329936038558,1.3365721971157083,0.8651038030091156,0.2883671375,0.6387728192879618
0.017,1.792775,1.0,2159.3953643456866,0.1740821789514451,1.3359676551273372,0.8711046487728396,0.28834955,0.6400693071053528
0.0175,1.7923437500000001,1.0,2197.731252927319,0.17871492575708592,1.3353828544811683,0.876696742613327,0.2883314375,0.6413212401787738
0.018000000000000002,1.7919,1.0,2234.0190334891377,0.18332168570979607,1.3348163689130055,0.8819155402340186,0.2883128,0.642531884910428
0.0185,1.79144375,1.0,2268.3434042176173,0.18790260474206352,1.334266772158653,0.886792839544717,0.2882936375,0.6437044803272806
