time [s],phi [rad],torque [Nm],torque_comp [Nm],emg_quad [mV],emg_hams [mV],sremg_quad [%],sremg_hams [%],phase
0.0,0.20016957819461825,-0.21427756547927856,-39.99960359286269,0.20143871233705005,0.2571526570401627,0.017910788506578516,0.008696024862794624,sf
0.001,0.20017597079277039,-0.26953408122062683,-39.380395652386966,0.21008281755784305,0.25362898382526966,0.018081657771712775,0.008847836495502184,f
0.002,0.20018236339092255,-0.06700047850608826,-38.76118771191124,0.21424714231470193,0.2552733775588197,0.018230553635355817,0.00898952072929858,f
0.003,0.20018236339092255,-0.011759847402572632,-38.141979771435516,0.2220773804549025,0.25630441746086025,0.018395394570686077,0.009062813567990399,f
0.004,0.20019514858722687,-0.04861995577812195,-37.52277183095979,0.23640103709468516,0.26011235001635924,0.01852745864339119,0.00919481964900174,f
0.005,0.20023988187313077,0.7246350049972534,-36.903563890484065,0.2385639774188013,0.2595987442160369,0.01859031077887661,0.009304172935070402,f
0.005999999999999999,0.2003677189350128,2.381531000137329,-36.28435595000834,0.23621784595845383,0.2583698450099235,0.018705749471685313,0.009444411373832793,f
0.007,0.20055946707725528,5.327208518981934,-34.88601025113282,0.23290165967167362,0.24911202509068092,0.01872027800261696,0.009648479439428044,f
0.008,0.20083430409431458,8.27268123626709,-32.05917223557433,0.24576343866572653,0.24064611485441229,0.018722112699816957,0.009819556895408019,f
0.009000000000000001,0.20116665959358213,11.3284912109375,-29.02240252502078,0.24665933136388346,0.24932182534981723,0.01888710910639995,0.009925081285882506,f
0.009999999999999998,0.20153737068176272,14.38420581817627,-26.011612720206923,0.25313910908054854,0.2551710553583433,0.019090932748406633,0.009975414861449552,f
0.011,0.20197200775146487,17.605480194091797,-23.160078931728965,0.2459343384054425,0.25026360945555176,0.01926653148322353,0.009959181813502862,f
0.012,0.20244498550891876,18.48815155029297,-21.567284802922224,0.23517864923618878,0.2526972577214348,0.01950771914453643,0.009955459191356202,f
0.013000000000000001,0.20296908915042877,18.615739822387695,-20.847229836665832,0.2291042017190415,0.2491487805579996,0.019749598819287832,0.01000167849831994,f
0.014000000000000002,0.20357629656791687,18.964075088500977,-19.94428938546696,0.22292665505173448,0.24329021343868423,0.019923186307718343,0.01007590465973993,f
0.015,0.20422823727130887,19.496423721313477,-18.85899657962944,0.2121594293528103,0.2424342051098003,0.020171231217538808,0.010120617154985075,f
0.016,0.20491214096546176,20.1391658782959,-17.47779753139131,0.21941677847753938,0.2432240229529956,0.020383537688639982,0.010237583911581569,f
0.017,0.20562799274921417,20.54244041442871,-16.287154193043104,0.21901713553793634,0.2594069260159392,0.02049573813215841,0.010444456721747035,f
0.018000000000000002,0.20641416311264038,20.6877384185791,-15.08123177276937,0.21348563496568884,0.256600314300641,0.020634786929244867,0.010658070808110116,f
0.019,0.20724506676197055,21.587854385375977,-13.104237572245285,0.2090447058271761,0.2546311772038229,0.02086906033481942,0.010784391140857311,f
0.02,0.2081334888935089,24.881553649902344,-8.567242311873898,0.2029693920008418,0.25160592265392145,0.021117705599907444,0.01083455351209407,f
0.021,0.20905388891696927,31.139713287353516,-1.8347648506077858,0.2128607983322809,0.24884025071459326,0.02141089758831173,0.01089308950694788,f
0.022000000000000002,0.2100126147270203,38.99972152709961,6.131816566322042,0.22274140211060212,0.24992097108190425,0.02172709696857013,0.010972300874976276,f
0.023,0.21100971102714539,45.82845687866211,13.295177221419248,0.2239681937717493,0.2528686896692943,0.0219678583697205,0.01108889829866868,f
0.024,0.21205154061317444,51.97575759887695,19.692100014509936,0.2389934199447976,0.25921245742054655,0.0222662712737944,0.011257111406462975,f
0.025,0.21314449608325958,56.07900619506836,23.71561475646436,0.23687305550882404,0.2584320270955613,0.022501943300480887,0.011378512832564951,f
0.026000000000000002,0.21431416273117065,57.36477279663086,25.280219645446046,0.24102141979690747,0.2604642705197152,0.022659800295927113,0.01153501423801129,f
0.027,0.21553495526313785,57.56397247314453,25.34230557970972,0.23193238205230293,0.24306994534781973,0.02280097195768378,0.011764571487058768,f
0.028,0.2168004810810089,55.09307861328125,22.92659187234765,0.24269071726968433,0.2463869593715723,0.0228846137422589,0.01192280079868018,f
0.029,0.21814271807670596,51.97746658325195,19.88269579057273,0.24704338314561033,0.24677906144106115,0.023054175551723236,0.011971032653426658,f
0.030000000000000002,0.2195616513490677,48.65904998779297,16.27310076821692,0.25183708752970146,0.2551772480702549,0.02328003554893692,0.012005483024416378,f
0.031000000000000003,0.22103810310363772,44.89850997924805,12.286364472163413,0.24148866067610347,0.25579762547929796,0.02346888303326661,0.012129062621869906,f
0.032,0.22253373265266418,40.73276901245117,8.409997095480437,0.2376058025825616,0.2554922707575687,0.023618207872761122,0.0122438475138405,f
0.032999999999999995,0.22406771779060364,36.47481155395508,4.995077383349347,0.22570660687743552,0.24970303624532558,0.02376610905208664,0.012326966679283895,f
0.033999999999999996,0.22567839920520782,32.69532012939453,2.1362153488195412,0.22079141425227783,0.2448607090518079,0.023854550735548607,0.012451441212762857,f
0.034999999999999996,0.22736577689647675,30.29655647277832,0.12843306262547738,0.21482889469797756,0.24438949864088588,0.02387350482860833,0.012527233950426661,f
0.036,0.22909151017665863,29.554826736450195,-0.8119925279299682,0.21492906470183207,0.2419924177935764,0.023866246658985953,0.012617995595002488,f
0.037,0.23085558414459229,29.917722702026367,-0.529798753983165,0.2235044711683726,0.2569679300298585,0.023809351107591255,0.012807687475101314,f
0.038,0.23265162110328677,30.188392639160156,-0.025455646578792304,0.21209910936233428,0.25572228974924605,0.0237488304030957,0.012972786545749158,f
0.039,0.23447322845458982,30.679874420166016,1.0366538551370117,0.2027464521243746,0.251684329853485,0.023797515526194794,0.013026254474002203,f
0.039999999999999994,0.2363651394844055,31.6866455078125,2.7921948717368097,0.20395436105859577,0.25120787617314366,0.023909940295504587,0.013015296266332368,f
0.040999999999999995,0.23830178380012512,33.742759704589844,5.164461156845728,0.20789064068583538,0.2488931280252763,0.024044583212784024,0.013093635268266558,f
0.041999999999999996,0.2402959614992142,35.614479064941406,7.00690953611231,0.21862893744997092,0.252809234281331,0.024191955272857724,0.013206073584571236,f
0.043,0.24235405027866366,37.41225814819336,8.85822532485062,0.22767090214283975,0.259543673073701,0.024343870877287854,0.013265697349893316,f
0.044,0.24442492425441742,39.13624954223633,10.931681454074138,0.23224670656403368,0.2586178217419819,0.024526965839473187,0.013426421702404299,f
0.045,0.24652136862277985,39.64478302001953,12.124828350349855,0.2399242278154905,0.2639059169675773,0.024672793044418825,0.013580943736758066,f
0.046,0.248694509267807,41.18411636352539,13.683434313918497,0.23952628156756,0.2617041704358163,0.024777930222664814,0.013701423121007994,f
0.047,0.2509571313858032,43.60688781738281,14.817016538572007,0.23394600488443645,0.25054449982152455,0.024854389320847773,0.01392447097048385,f
0.047999999999999994,0.25325170159339905,45.73482894897461,15.534258530438187,0.2458744285359874,0.2538311180726035,0.024861400003725578,0.014108335828252975,f
0.048999999999999995,0.25557824969291687,46.03962326049805,15.339873289409205,0.25382009924506294,0.2516718840866481,0.024995222461723927,0.014186690593155072,f
0.049999999999999996,0.25794312357902527,46.546714782714844,15.841182592496065,0.2530505763564933,0.2615510000963017,0.02522248337258252,0.014207896694248847,f
0.051,0.26032719016075134,45.48848342895508,15.424922353253088,0.24687615627859527,0.25751291267643983,0.025451326542769364,0.014294367210457027,f
0.052,0.2626856863498688,41.502498626708984,13.716888154142307,0.24141893196234931,0.2535865157124845,0.02554736040252455,0.014304679566139154,f
0.053,0.26501861214637756,35.98818588256836,11.365984604917777,0.22945079156196396,0.2491565436093868,0.02570800842484996,0.01431385304899691,f
0.054,0.2673898935317993,30.712987899780273,9.085664417036408,0.22883081667814842,0.24478369422141855,0.025687747508197495,0.014348744239473158,f
0.055,0.26978033781051636,26.634477615356445,7.0901546839680325,0.2214426824562799,0.24254288378800454,0.025610337297376797,0.014298055869395853,f
0.055999999999999994,0.2721324563026428,23.918596267700195,5.021887709452952,0.22207825121163616,0.24668654787955438,0.025540288633339445,0.014323827617934468,f
0.056999999999999995,0.2745037376880646,21.607620239257812,2.4907753980706198,0.23076201461662907,0.25831446274260517,0.025380065100310815,0.014439418404951845,f
0.057999999999999996,0.2768813967704773,19.738428115844727,0.7862379691753025,0.21678356455952486,0.25773415345090317,0.025328511098987604,0.014468049636706637,f
0.059,0.27923348546028137,18.624176025390625,0.03765900505439032,0.20788527706162557,0.2523868699582778,0.025231170443654284,0.014329151248474833,f
0.06,0.28156644105911255,18.541044235229492,0.3488732798582672,0.21232195219015323,0.2500113082225776,0.02517481602968178,0.014211789920438159,f
0.061,0.28390574455261236,18.807626724243164,1.8352662331381846,0.21449969758359583,0.24893873510631195,0.024993940798746415,0.01423792065475556,f
0.062,0.2862322926521301,18.356033325195312,4.784032112786837,0.23100481474820084,0.24832599560880972,0.024840982300515124,0.01425602752647781,f
0.063,0.2885588109493255,18.56721305847168,8.44425748142433,0.2385046242887969,0.25416235953591937,0.024692481033712483,0.014334270969489641,f
0.064,0.2908789813518524,18.023359298706055,12.071823564232641,0.24866712969665447,0.25314145076381284,0.024562984553064608,0.014398883498751193,f
0.065,0.2932246923446655,18.123760223388672,18.443474501099185,0.25863972617457964,0.2562499968140442,0.02446650273536312,0.014429448283319116,f
0.066,0.2955639958381653,17.321819305419922,23.49576332654331,0.25382367560923036,0.25449447988301,0.0244047933076222,0.014452164379929161,f
0.067,0.2979033291339874,14.107610702514648,26.57540546618995,0.25502209878874293,0.2411014244516934,0.0243546035251905,0.014449936744418948,f
0.06799999999999999,0.3002426326274872,11.850790023803711,29.605676168072364,0.26384442208734343,0.23921993275879688,0.024247639117336125,0.014393518442222543,f
0.06899999999999999,0.30261391401290894,10.109293937683105,31.664139572632347,0.2651268523609472,0.2442574943207779,0.024211699175983915,0.014370444299128725,f
0.06999999999999999,0.304959625005722,7.925877094268799,32.30430002820739,0.26612541243435184,0.2480790300249338,0.02415227272442361,0.014353033129724338,f
